400,0,National Commission on Libraries and Information Science
401,0,National Commission on Migrant Education
402,0,National Commission on Responsibilities for Financing Postsecondary Education
403,0,National Commission on Severely Distressed Public Housing
404,0,National Commission on Social Security
405,0,National Commission on Student Financial Assist.
406,0,National Commission on Supplies and Shortages
407,0,Nat Comm on Financing of Postsecondary Education
408,0,Nat Comm on the International Year of the Child
409,0,Nat Comm on the Observance of Inter Year of Women
410,0,National Commission on Water Quality
411,0,National Commission to Prevent Infant Mortality
412,0,National Commission on Marihuana and Drug Abuse
413,0,National Council on Disability
414,0,National Council on Public Works Improvement
415,0,National Credit Union Administration
416,0,"National Economic Commission, Salaries & Expenses"
417,0,National Endowment for the Arts
418,0,National Endowment for the Humanities
419,0,National Institute of Building Sciences
420,0,National Labor Relations Board
421,0,National Mediation Board
422,0,National Science Foundation
423,0,National Transportation Policy Study Commission
424,0,National Transportation Safety Board
425,0,National Water Commission
426,0,Native Hawaiians Study Commission
428,0,Neighborhood Reinvestment Corporation
429,0,Nuclear Regulatory Commission
430,0,Nuclear Safety Oversight Committee
431,0,Nuclear Waste Technical Review Board
432,0,Occupational Safety and Health Review Commission
434,0,Office of Government Ethics
435,0,Office of Navajo and Hopi Indian Relocation
436,0,Office of Special Counsel
437,0,Office of the Nuclear Waste Negotiator
438,0,Panama Canal Commission
440,0,Postal Service
441,0,Pres. Comm. for Study of Ethical Problems in Medicine
442,0,President’s Commission on Catastrophic Nuclear Accidents
443,0,President’s Commission on Pension Policy
444,0,President's Council on Youth Opportunities
445,0,Privacy Protection Study Commission
446,0,Railroad Retirement Board
447,0,Renegotiation Board
448,0,Resolution Trust Corporation
449,0,Securities and Exchange Commission
450,0,Select Commission on Immigration & Refugee Policy
452,0,Smithsonian Institution
453,0,State Justice Institute
454,0,Susquehanna River Basin Commission
455,0,Tennessee Valley Authority
456,0,United States Holocaust Memorial Museum
458,0,United States Institute of Peace
459,0,United States Metric Board
460,0,United States Railway Association
462,0,United States Synthetic Fuels Corporation
463,0,Washington Metropolitan Area Transit Authority
464,0,Water Resources Council
465,0,Christopher Columbus Fellowship Foundation
466,0,Community Investment Program
467,0,Intelligence Community Management Account
468,0,Affordable Housing and Bank Enterprise (FDIC)
469,0,Joint Federal-State Commission on Policies and Programs Affecting Alaska Natives
470,0,National Advisory Council on the Public Service
474,0,Institute of Museum and Library Services
475,0,Thomas Jefferson Commemoration Commission
476,0,United Mine Workers of America Benefit Funds
477,0,Emergency Loan Guarantee Board
478,0,National Council on Indian Opportunities
479,0,Military Compensation and Retirement Modernization Commission
482,0,National Commission on Cost of Higher Education
483,0,"National Commission on Financial Institutions Reform, Recovery, and Enforcement"
484,0,National Commission on Independent Higher Education
485,0,Corporation for National and Community Service
486,0,United States Enrichment Corporation Fund
487,0,Morris K. Udall and Stewart L. Udall Foundation
491,0,JFK Assassination Records Review Board
492,0,National Education Goals Panel
493,0,National Education Standards and Improvement Council
499,0,Ounce of Prevention Council
500,0,National Bankruptcy Review Commission
505,0,Other Commissions and Boards
506,0,River Basin Commissions
510,0,Chemical Safety and Hazard Investigation Board
511,0,Court Services and Offender Supervision Agency for the District of Columbia
512,0,Presidio Trust
513,0,Denali Commission
514,0,Broadcasting Board of Governors
515,0,Commission on Ocean Policy
516,0,Oklahoma City National Memorial Trust
517,0,Delta Regional Authority
518,0,National Veterans Business Development Corporation
519,0,Vietnam Education Foundation
521,0,United States-Canada Alaska Rail Commission
525,0,Election Assistance Commission
526,0,Public Company Accounting Oversight Board
527,0,Standard Setting Body
528,0,Telecommunications Development Fund
530,0,Affordable Housing Program
531,0,Electric Reliability Organization
534,0,Office of the Federal Coordinator for Alaska Natural Gas Transportation Projects
535,0,Privacy and Civil Liberties Oversight Board
537,0,Federal Housing Finance Agency
538,0,National Infrastructure Bank
539,0,Recovery Act Accountability and Transparency Board
542,0,Council of the Inspectors General on Integrity and Efficiency
573,0,Northern Border Regional Commission
575,0,National Railroad Passenger Corporation Office of Inspector General
576,0,Securities Investor Protection Corporation
579,0,Patient-Centered Outcomes Research Trust Fund
580,0,Corporation for Travel Promotion
581,0,Bureau of Consumer Financial Protection
582,0,Civilian Property Realignment Board
584,0,Indian Law and Order Commission
586,0,Gulf Coast Ecosystem Restoration Council
587,0,Public Defender Service for the District of Columbia
900,,Allowances
900,5,Allowances
902,0,Undistributed Offsetting Receipts
930,0,Miscellaneous Receipts Below the Reporting Threshold
